3	ASD-STE100 - 0001.txt	"A (art)	Function word: indefinite article	A FUEL PUMP IS INSTALLED IN ZONE 10."
4	ASD-STE100 - 0001.txt	"abaft (prep)	AFT OF (prep)	THE CONTROL UNIT IS INSTALLED AFT OF THE FLIGHT COMPARTMENT.	The control unit is installed abaft the flight compartment."
4	ASD-STE100 - 0001.txt	"abandon (v)	GO (v)	IF THERE IS AFIRE, IMMEDIATELY GO TO A SAFE AREA.	If there is a fire, immediately abandon the area."
3	ASD-STE100 - 0001.txt	"STOP (v)	IF THE VALUES ARE INCORRECT, STOP THE TEST PROCEDURE.	If the values are incorrect, abandon the test procedure."
4	ASD-STE100 - 0001.txt	"abate (v)	DECREASE (v)	WHEN THE WIND SPEED DECREASES TO LESS THAN 30 KNOTS, YOU CAN OPEN THE CARGO DOOR.	When the wind speed abates to less than 30 knots, you can open the cargo door."
4	ASD-STE100 - 0001.txt	"ability (n)	CAN (v)	ONE GENERATOR CAN SUPPLY POWER FOR ALL THE SYSTEMS.	One generator has the ability to supply power for all the systems."
4	ASD-STE100 - 0001.txt	"able (adj)	CAN (v)	IF YOU CAN START THE ENGINE, DO THE APPLICABLE TESTS.	If you are able to start the engine, do the applicable tests."
4	ASD-STE100 - 0001.txt	"abnormal (adj)	UNUSUAL (adj)	LISTEN FOR UNUSUAL NOISES.	Listen for abnormal noises."
3	ASD-STE100 - 0001.txt	"INCORRECT (adj)	IF YOU FIND AN INCORRECT QUANTITY OF AIR FROM THE VENT MAST, DO A SYSTEM TEST.	If you find an abnormal quantity of air from the vent mast, do a system test."
4	ASD-STE100 - 0001.txt	"abnormality (n)	DEFECT (TN)	EXAMINE THE SEAL FOR DEFECTS.	Examine the seal for abnormalities."
3	ASD-STE100 - 0002.txt	"ABOUT (prep)	Concerned with For other meanings, use: APPROXIMATELY (adv) AROUND (prep)	FOR DATA ABOUT THE LOCATION OF CIRCUIT BREAKERS, REFER TO THE WIRING LIST."
2	ASD-STE100 - 0002.txt	"DRAIN APPROXIMATELY 2 LITERS OF FUEL FROM THE TANK.	Drain about 2 liters of fuel from the tank."
2	ASD-STE100 - 0002.txt	"TURN THE SHAFT AROUND ITS AXIS.	Rotate the shaft about its axis."
3	ASD-STE100 - 0002.txt	"ABOVE (prep)	In (or to) a position farther up than something	LIFT THE CYLINDER ABOVE ITS INSTALLED POSITION."
1	ASD-STE100 - 0002.txt	For other meanings, use:
3	ASD-STE100 - 0002.txt	"MORE THAN	THE PRESSURE VALUE MUST BE MORE THAN 800 kPa.	The pressure value must be above 800 kPa."
3	ASD-STE100 - 0002.txt	"ABRASIVE (adj)	That can remove material by friction	POLISH THE SURFACE WITH AN ABRASIVE PAPER."
4	ASD-STE100 - 0002.txt	"abrupt (adj)	SUDDEN (adj)	THE DAMPER PREVENTS SUDDEN MOVEMENT OF THE CONTROL.	The damper prevents abrupt movement of the control."
3	ASD-STE100 - 0002.txt	"SUDDENLY (adv)	IF THE ROTORS STOP SUDDENLY, EXAMINE THE INTAKE FOR UNWANTED MATERIAL.	If the rotors come to an abrupt stop, examine the intake for unwanted material."
4	ASD-STE100 - 0003.txt	"absence (n)	NONE (pron)	IF NONE OF THE BRACKETS ARE DAMAGED, CONTINUE THE PROCEDURE.	In the absence of damage to the brackets, continue the procedure."
3	ASD-STE100 - 0003.txt	"NOT (adv)	IF THE BRACKETS ARE NOT DAMAGED, CONTINUE THE PROCEDURE.	In the absence of damage to the brackets, continue the procedure."
3	ASD-STE100 - 0003.txt	"NO (adj)	IF THERE IS NO CONTAMINATION IN THE FUEL SAMPLE, CONTINUE THE PROCEDURE.	In the absence of contamination in the fuel sample, continue the procedure."
4	ASD-STE100 - 0003.txt	"absent (adj)	MISSING (adj)	IF ONE OR MORE BLADES ARE MISSING, MAKE AN ENTRY IN THE ENGINE LOGBOOK.	If one or more blades are absent, make an entry in the engine logbook."
3	ASD-STE100 - 0003.txt	"NO (adj)	IF THERE IS NO CONTAMINATION IN THE FUEL SAMPLE, CONTINUE THE PROCEDURE.	If contamination is absent from the fuel sample, continue the procedure."
4	ASD-STE100 - 0003.txt	"absolutely (adv)	FULLY (adv)	MAKE SURE THAT THE LATCH IS FULLY ENGAGED.	Ensure the latch is absolutely engaged."
3	ASD-STE100 - 0003.txt	"ABSORB (v), ABSORBS, ABSORBED, ABSORBED	1. To take up or into	ABSORB THE FLUID WITH A CLEAN CLOTH."
2	ASD-STE100 - 0003.txt	"2. To decrease the effect of	THE SHOCK MOUNT ABSORBS THE VIBRATION."
4	ASD-STE100 - 0003.txt	"absorption (n)	ABSORB (v)	MEASURE THE TIME THAT IS NECESSARY FOR THE SILICA GEL TO ABSORB THE MOISTURE.	Measure the rate of absorption of the moisture by the silica gel."
4	ASD-STE100 - 0003.txt	"abundant (adj)	LARGE (adj)	CLEAN YOUR SKIN WITH A LARGE QUANTITY OF CLEAN WATER.	Clean your skin with abundant clean water."
4	ASD-STE100 - 0004.txt	"abut (v)	TOUCH (v)	THE BIN TOUCHES THE FORWARD HINGE SURFACE.	The bin abuts the forward hinge surface."
4	ASD-STE100 - 0004.txt	"accelerate (v)	INCREASE (v)	A HIGHER TEMPERATURE INCREASES THE SPEED OF EVAPORATION.	Evaporation is accelerated by a higher temperature."
3	ASD-STE100 - 0004.txt	"FASTER (adj)	TO MAKE THE CURING PROCESS FASTER, APPLY HEAT TO THE COMPOUND.	The curing process of the compound can be accelerated by heating."
3	ASD-STE100 - 0004.txt	"ACCEPT (v), ACCEPTS, ACCEPTED, ACCEPTED	To make a decision that something is satisfactory	ACCEPT THE RELAY IF IT IS SERVICEABLE."
4	ASD-STE100 - 0004.txt	"acceptable (adj)	PERMITTED (adj)	A VALUE OF 2 mm IS PERMITTED.	A value of 2 mm is acceptable."
3	ASD-STE100 - 0004.txt	"SATISFACTORY (adj)	IF THE CONDITION OF THE CAP IS NOT SATISFACTORY, REPLACE IT.	Replace the cap if its condition is not acceptable."
3	ASD-STE100 - 0004.txt	"SERVICEABLE (adj)	BEFORE YOU INSTALL THE UNIT, MAKE SURE THAT IT IS SERVICEABLE.	Before installation, make sure that the unit is acceptable."
4	ASD-STE100 - 0004.txt	"acceptance (n)	ACCEPT (v)	BEFORE YOU ACCEPT THE UNIT, DO THE SPECIFIED TEST PROCEDURE.	Before acceptance of the unit, do the specified test procedure."
3	ASD-STE100 - 0004.txt	"ACCESS (n)	The ability to go into or near	GET ACCESS TO THE ACCUMULATOR FOR THE No. 1 HYDRAULIC SYSTEM."
